file,s640,s640_n,anchors,cands,s512,s512_n,s448,s448_n,s640_r0,s640_r0_n,cluster,w,h,mp,votes,cat,disagree
000392.jpg,2025-08-29,1,['소비기한'],['2025-08-29'],,0,,0,2025-08-29,1,hires,3060,4080,12.4848,"['2025-08-29', None, None, '2025-08-29']",B_검출경계,0.5
000506.jpg,,0,"['까지', '부터']",[],,0,,0,,0,hires,3060,4080,12.4848,"[None, None, None, None]",C_전원실패,0.0
000648.jpg,,0,[],[],,0,,0,,0,hires,1980,3520,6.9696,"[None, None, None, None]",C_전원실패,0.0
000044.jpg,,0,[],[],,0,,0,,0,hires,3024,4032,12.192768,"[None, None, None, None]",C_전원실패,0.0
000458.jpg,2026-07-01,2,[],"['2025-07-02', '2026-07-01']",,0,,0,2026-07-01,2,hires,3060,4080,12.4848,"['2026-07-01', None, None, '2026-07-01']",B_검출경계,0.5
000008.jpg,2021-06-29,1,[],['2021-06-29'],2027-06-29,1,2027-06-29,1,2021-06-29,1,hires,2285,4723,10.792055,"['2021-06-29', '2027-06-29', '2027-06-29', '2021-06-29']",A_날짜불일치,0.5
000813.jpeg,,0,['BEST_BEFORE'],[],,0,2026-08-24,1,,0,hires,3024,4032,12.192768,"[None, None, '2026-08-24', None]",B_검출경계,0.25
000452.jpg,,0,[],[],,0,,0,,0,hires,3060,4080,12.4848,"[None, None, None, None]",C_전원실패,0.0
000042.jpg,2025-10-12,1,[],['2025-10-12'],2025-10-12,1,2025-10-12,1,2025-10-12,1,hires,3024,4032,12.192768,"['2025-10-12', '2025-10-12', '2025-10-12', '2025-10-12']",D_전원일치,0.0
000402.jpg,2028-04-19,1,"['까지', '소비기한', '제조일자']",['2028-04-19'],2028-04-19,1,2028-04-19,1,2028-04-19,1,hires,3060,4080,12.4848,"['2028-04-19', '2028-04-19', '2028-04-19', '2028-04-19']",D_전원일치,0.0
000782.jpeg,,1,['까지'],['2000-12-19'],,1,,1,,0,hires,3024,4032,12.192768,"[None, None, None, None]",C_전원실패,0.0
000379.jpg,,1,"['까지', '별도표기']",['2005-09-26'],,1,,0,,1,hires,3024,4032,12.192768,"[None, None, None, None]",C_전원실패,0.0
000079.jpg,2026-01-31,1,['소비기한'],['2026-01-31'],2026-01-31,1,2026-01-31,1,2026-01-31,1,hires,3024,4032,12.192768,"['2026-01-31', '2026-01-31', '2026-01-31', '2026-01-31']",D_전원일치,0.0
000139.jpg,,0,[],[],,0,,0,,0,hires,3024,4032,12.192768,"[None, None, None, None]",C_전원실패,0.0
000043.jpg,,0,"['별도표기', '유통기한']",[],,0,,0,,0,hires,3024,4032,12.192768,"[None, None, None, None]",C_전원실패,0.0
000765.jpeg,,0,[],[],,0,,0,,0,hires,3024,4032,12.192768,"[None, None, None, None]",C_전원실패,0.0
000487.jpg,,0,[],[],,0,,0,,0,hires,3060,4080,12.4848,"[None, None, None, None]",C_전원실패,0.0
000213.jpg,2026-03-20,1,['소비기한'],['2026-03-20'],2026-03-20,1,2026-03-20,1,2026-03-20,1,hires,3024,4032,12.192768,"['2026-03-20', '2026-03-20', '2026-03-20', '2026-03-20']",D_전원일치,0.0
000163.jpg,,0,[],[],,0,,0,,0,hires,3024,4032,12.192768,"[None, None, None, None]",C_전원실패,0.0
000383.jpg,2026-04-03,1,"['까지', '소비기한']",['2026-04-03'],2026-04-03,1,2026-04-05,1,2026-04-03,1,hires,3060,4080,12.4848,"['2026-04-03', '2026-04-03', '2026-04-05', '2026-04-03']",A_날짜불일치,0.25
000428.jpg,,0,[],[],,0,,0,,0,hires,3060,4080,12.4848,"[None, None, None, None]",C_전원실패,0.0
000460.jpg,2025-12-03,1,['까지'],['2025-12-03'],2025-12-03,1,,0,2025-12-03,1,hires,3060,4080,12.4848,"['2025-12-03', '2025-12-03', None, '2025-12-03']",B_검출경계,0.25
000369.jpg,2027-06-25,1,['까지'],['2027-06-25'],,0,,0,,0,hires,3024,4032,12.192768,"['2027-06-25', None, None, None]",B_검출경계,0.25
000470.jpg,2026-08-06,1,[],['2026-08-06'],,0,,0,2026-08-06,1,hires,3060,4080,12.4848,"['2026-08-06', None, None, '2026-08-06']",B_검출경계,0.5
000034.jpg,,0,['까지'],[],,0,,0,,0,hires,3024,4032,12.192768,"[None, None, None, None]",C_전원실패,0.0
000397.jpg,2026-02-19,1,[],['2026-02-19'],2026-02-19,1,2026-02-19,1,,0,hires,3060,4080,12.4848,"['2026-02-19', '2026-02-19', '2026-02-19', None]",B_검출경계,0.25
001490.jpg,2021-08-06,2,['제조일자'],"['2020-12-07', '2021-08-06']",2021-08-06,2,2021-08-06,2,2021-08-06,2,mid,756,1008,0.762048,"['2021-08-06', '2021-08-06', '2021-08-06', '2021-08-06']",D_전원일치,0.0
001127.jpg,2021-06-10,2,"['까지', '부터']","['2012-11-23', '2021-06-10']",2021-06-10,2,2021-06-10,2,2021-06-10,2,mid,897,1196,1.072812,"['2021-06-10', '2021-06-10', '2021-06-10', '2021-06-10']",D_전원일치,0.0
002990.jpg,2021-03-20,1,['유통기한'],['2021-03-20'],2021-03-20,1,,0,,0,mid,845,1152,0.97344,"['2021-03-20', '2021-03-20', None, None]",B_검출경계,0.5
000710.jpg,,0,['까지'],[],,0,,0,,0,mid,1199,2132,2.556268,"[None, None, None, None]",C_전원실패,0.0
000971.jpg,,0,[],[],2021-11-11,1,2021-11-11,1,,0,mid,941,1255,1.180955,"[None, '2021-11-11', '2021-11-11', None]",B_검출경계,0.5
003029.jpg,,0,[],[],,0,,0,,0,mid,1130,847,0.95711,"[None, None, None, None]",C_전원실패,0.0
001630.jpg,2022-10-21,1,['유통기한'],['2022-10-21'],2022-10-21,1,2022-10-21,1,2022-10-21,1,mid,887,1182,1.048434,"['2022-10-21', '2022-10-21', '2022-10-21', '2022-10-21']",D_전원일치,0.0
001989.jpg,2022-11-23,1,[],['2022-11-23'],2022-11-23,1,2022-11-23,1,2022-11-23,1,mid,927,1236,1.145772,"['2022-11-23', '2022-11-23', '2022-11-23', '2022-11-23']",D_전원일치,0.0
001903.jpg,2027-08-21,1,[],['2027-08-21'],2027-08-21,2,2027-08-20,1,2027-08-21,1,mid,991,1322,1.310102,"['2027-08-21', '2027-08-21', '2027-08-20', '2027-08-21']",A_날짜불일치,0.25
000567.jpg,2025-10-29,1,[],['2025-10-29'],2025-10-29,1,2025-10-29,1,2025-10-29,1,mid,1050,1400,1.47,"['2025-10-29', '2025-10-29', '2025-10-29', '2025-10-29']",D_전원일치,0.0
001736.jpg,,0,[],[],,0,,0,,0,mid,1051,1402,1.473502,"[None, None, None, None]",C_전원실패,0.0
001278.jpg,,0,[],[],,0,,0,,0,mid,977,1302,1.272054,"[None, None, None, None]",C_전원실패,0.0
003270.jpg,,0,[],[],,0,,0,,0,mid,1695,1272,2.15604,"[None, None, None, None]",C_전원실패,0.0
002495.jpg,2021-01-27,1,['까지'],['2021-01-27'],2021-01-27,1,2021-01-27,1,2021-01-27,1,mid,1055,1406,1.48333,"['2021-01-27', '2021-01-27', '2021-01-27', '2021-01-27']",D_전원일치,0.0
002621.jpg,,0,[],[],,0,,0,,0,mid,1051,1401,1.472451,"[None, None, None, None]",C_전원실패,0.0
002544.jpg,,0,[],[],,0,,0,,0,mid,947,1263,1.196061,"[None, None, None, None]",C_전원실패,0.0
001227.jpg,,0,"['까지', '부터']",[],,0,,0,,0,mid,1127,845,0.952315,"[None, None, None, None]",C_전원실패,0.0
001462.jpg,,0,['유통기한'],[],,0,,0,,0,mid,756,1008,0.762048,"[None, None, None, None]",C_전원실패,0.0
001529.jpg,2021-02-11,1,['유통기한'],['2021-02-11'],2021-02-11,1,2021-02-11,1,,0,mid,773,1009,0.779957,"['2021-02-11', '2021-02-11', '2021-02-11', None]",B_검출경계,0.25
001225.jpg,2022-06-27,2,"['까지', '부터', '유통기한', '제조일자']","['2020-12-28', '2022-06-27']",2022-06-27,2,2022-06-27,1,2022-06-27,2,mid,1200,900,1.08,"['2022-06-27', '2022-06-27', '2022-06-27', '2022-06-27']",D_전원일치,0.0
003004.jpg,,0,[],[],,0,,0,,0,mid,963,1284,1.236492,"[None, None, None, None]",C_전원실패,0.0
000918.jpg,,0,[],[],,0,2021-09-17,1,,0,mid,678,902,0.611556,"[None, None, '2021-09-17', None]",B_검출경계,0.25
002629.jpg,,0,[],[],,0,,0,,0,mid,1095,1460,1.5987,"[None, None, None, None]",C_전원실패,0.0
002584.jpg,,0,[],[],,1,,1,,0,mid,676,903,0.610428,"[None, None, None, None]",C_전원실패,0.0
000514.jpg,,0,"['까지', '소비기한']",[],,0,,0,,0,mid,1050,1400,1.47,"[None, None, None, None]",C_전원실패,0.0
001447.jpg,,0,"['까지', '별도표기', '유통기한', '제조일자']",[],,1,2022-07-22,1,,0,mid,728,981,0.714168,"[None, None, '2022-07-22', None]",B_검출경계,0.25
002799.jpg,,0,"['까지', '부터']",[],,0,,0,,0,mid,1084,772,0.836848,"[None, None, None, None]",C_전원실패,0.0
002919.jpg,,0,[],[],,0,,0,,0,mid,848,1132,0.959936,"[None, None, None, None]",C_전원실패,0.0
000865.jpg,,0,[],[],,0,,0,,0,mid,1342,1006,1.350052,"[None, None, None, None]",C_전원실패,0.0
002467.jpg,,0,[],[],,0,,0,,0,mid,1042,1389,1.447338,"[None, None, None, None]",C_전원실패,0.0
000582.jpg,,0,['까지'],[],,0,,0,,0,mid,1050,1400,1.47,"[None, None, None, None]",C_전원실패,0.0
000572.jpg,,0,['까지'],[],,0,,0,,0,mid,1050,1400,1.47,"[None, None, None, None]",C_전원실패,0.0
002739.jpg,,0,['MFG'],[],,0,,0,,0,mid,1017,1355,1.378035,"[None, None, None, None]",C_전원실패,0.0
001006.jpg,2022-06-29,2,[],"['2020-12-30', '2022-06-29']",2022-06-29,2,2020-12-30,1,2022-06-29,2,mid,1008,756,0.762048,"['2022-06-29', '2022-06-29', '2020-12-30', '2022-06-29']",A_날짜불일치,0.25
001168.jpg,2021-08-31,2,[],"['2001-01-08', '2021-08-31']",2021-08-31,1,2021-08-31,1,2021-08-31,2,mid,970,705,0.68385,"['2021-08-31', '2021-08-31', '2021-08-31', '2021-08-31']",D_전원일치,0.0
000975.jpg,2023-08-03,1,['제조일자'],['2023-08-03'],2023-08-03,1,2023-08-03,1,2023-08-03,1,mid,979,1306,1.278574,"['2023-08-03', '2023-08-03', '2023-08-03', '2023-08-03']",D_전원일치,0.0
001267.jpg,2022-09-05,1,"['까지', '유통기한']",['2022-09-05'],2022-09-05,1,2022-09-05,1,2022-09-05,1,mid,1118,1490,1.66582,"['2022-09-05', '2022-09-05', '2022-09-05', '2022-09-05']",D_전원일치,0.0
000614.jpg,2026-03-07,1,[],['2026-03-07'],2026-03-07,1,2026-03-07,1,2026-03-07,1,mid,1613,763,1.230719,"['2026-03-07', '2026-03-07', '2026-03-07', '2026-03-07']",D_전원일치,0.0
000966.jpg,,0,[],[],,0,,0,,0,mid,1039,1385,1.439015,"[None, None, None, None]",C_전원실패,0.0
002456.jpg,,0,[],[],,0,,0,,0,mid,1004,1338,1.343352,"[None, None, None, None]",C_전원실패,0.0
002355.jpg,2021-02-12,1,['유통기한'],['2021-02-12'],2021-02-12,1,2021-02-12,1,2021-02-12,1,mid,1013,1351,1.368563,"['2021-02-12', '2021-02-12', '2021-02-12', '2021-02-12']",D_전원일치,0.0
001478.jpg,2022-08-27,1,['유통기한'],['2022-08-27'],2022-08-27,1,2022-08-27,1,2022-08-27,1,mid,756,1008,0.762048,"['2022-08-27', '2022-08-27', '2022-08-27', '2022-08-27']",D_전원일치,0.0
000985.jpg,2021-12-28,1,[],['2021-12-28'],,0,,0,2021-12-28,1,mid,1029,1372,1.411788,"['2021-12-28', None, None, '2021-12-28']",B_검출경계,0.5
001087.jpg,2022-06-14,1,[],['2022-06-14'],2022-06-10,1,2022-08-14,1,2022-06-14,1,mid,724,964,0.697936,"['2022-06-14', '2022-06-10', '2022-08-14', '2022-06-14']",A_날짜불일치,0.5
002118.jpg,2021-01-03,1,['제조일자'],['2021-01-03'],2021-01-03,1,2021-01-03,1,2021-01-03,1,mid,712,831,0.591672,"['2021-01-03', '2021-01-03', '2021-01-03', '2021-01-03']",D_전원일치,0.0
002498.jpg,2021-05-07,1,[],['2021-05-07'],2021-05-07,1,2021-05-07,1,2021-05-07,1,mid,1303,977,1.273031,"['2021-05-07', '2021-05-07', '2021-05-07', '2021-05-07']",D_전원일치,0.0
002936.jpg,2021-11-11,1,[],['2021-11-11'],2021-11-11,1,2021-11-11,1,2021-11-11,1,mid,825,1100,0.9075,"['2021-11-11', '2021-11-11', '2021-11-11', '2021-11-11']",D_전원일치,0.0
003264.jpg,2021-09-13,1,[],['2021-09-13'],2021-09-13,1,2021-09-13,1,,0,mid,1436,1915,2.74994,"['2021-09-13', '2021-09-13', '2021-09-13', None]",B_검출경계,0.25
002980.jpg,2021-12-17,1,[],['2021-12-17'],2021-12-17,1,,0,2021-12-17,1,mid,1536,2048,3.145728,"['2021-12-17', '2021-12-17', None, '2021-12-17']",B_검출경계,0.25
001085.jpg,2023-10-09,1,"['까지', '별도표기', '유통기한']",['2023-10-09'],,0,2023-10-09,1,,0,mid,765,1093,0.836145,"['2023-10-09', None, '2023-10-09', None]",B_검출경계,0.5
001076.jpg,2021-07-31,1,['BEST_BEFORE'],['2021-07-31'],2021-07-31,1,2021-07-31,1,2021-07-31,1,mid,952,1269,1.208088,"['2021-07-31', '2021-07-31', '2021-07-31', '2021-07-31']",D_전원일치,0.0
000728.jpg,2026-06-24,1,[],['2026-06-24'],2026-06-24,1,2026-06-24,1,2026-06-24,1,mid,1138,2024,2.303312,"['2026-06-24', '2026-06-24', '2026-06-24', '2026-06-24']",D_전원일치,0.0
001928.jpg,2022-01-14,1,['유통기한'],['2022-01-14'],2022-01-14,1,2022-01-14,1,2022-01-14,1,mid,1004,1338,1.343352,"['2022-01-14', '2022-01-14', '2022-01-14', '2022-01-14']",D_전원일치,0.0
003275.jpg,,1,['BEST_BEFORE'],['2010-10-21'],,1,,1,,1,mid,1455,1940,2.8227,"[None, None, None, None]",C_전원실패,0.0
001010.jpg,,0,"['BEST_BEFORE', '까지', '별도표기', '유통기한']",[],,0,,0,,0,mid,935,703,0.657305,"[None, None, None, None]",C_전원실패,0.0
003249.jpg,2023-02-01,1,['까지'],['2023-02-01'],2023-02-01,1,2023-02-01,1,2023-02-01,1,mid,1274,1698,2.163252,"['2023-02-01', '2023-02-01', '2023-02-01', '2023-02-01']",D_전원일치,0.0
001563.jpg,,0,[],[],,0,,0,,0,mid,607,844,0.512308,"[None, None, None, None]",C_전원실패,0.0
003027.jpg,,0,[],[],,0,,0,,0,mid,908,600,0.5448,"[None, None, None, None]",C_전원실패,0.0
001504.jpg,,0,[],[],2021-01-27,1,2021-01-27,1,,0,mid,831,1032,0.857592,"[None, '2021-01-27', '2021-01-27', None]",B_검출경계,0.5
002333.jpg,,0,[],[],,0,,0,,0,mid,756,1008,0.762048,"[None, None, None, None]",C_전원실패,0.0
002679.jpg,,0,[],[],,0,,0,,0,mid,884,1179,1.042236,"[None, None, None, None]",C_전원실패,0.0
003165.jpg,,0,['까지'],[],,0,,0,,0,mid,1536,2048,3.145728,"[None, None, None, None]",C_전원실패,0.0
000892.jpg,,0,[],[],2022-02-07,1,,0,,0,mid,1348,1011,1.362828,"[None, '2022-02-07', None, None]",B_검출경계,0.25
002884.jpg,,0,[],[],,0,2022-07-20,1,,0,mid,802,1069,0.857338,"[None, None, '2022-07-20', None]",B_검출경계,0.25
003081.jpg,2021-12-02,2,"['까지', '유통기한', '제조일자']","['2020-12-03', '2021-12-02']",2021-12-02,1,2021-12-02,2,2021-12-02,2,mid,756,1008,0.762048,"['2021-12-02', '2021-12-02', '2021-12-02', '2021-12-02']",D_전원일치,0.0
002880.jpg,2020-10-14,1,"['까지', '부터']",['2020-10-14'],,0,,0,2020-10-14,1,mid,834,1112,0.927408,"['2020-10-14', None, None, '2020-10-14']",B_검출경계,0.5
003300.jpg,2023-06-11,1,[],['2023-06-11'],,0,,0,2023-06-11,1,mid,1499,1999,2.996501,"['2023-06-11', None, None, '2023-06-11']",B_검출경계,0.5
003292.jpg,2019-07-15,1,[],['2019-07-15'],,0,2022-12-02,1,2019-07-15,1,mid,1505,2007,3.020535,"['2019-07-15', None, '2022-12-02', '2019-07-15']",A_날짜불일치,0.5
000618.jpg,2026-06-25,1,['소비기한'],['2026-06-25'],2026-08-26,1,2026-08-25,1,,0,mid,1613,763,1.230719,"['2026-06-25', '2026-08-26', '2026-08-25', None]",A_날짜불일치,0.75
002395.jpg,,0,"['까지', '유통기한', '제조일자']",[],,0,,0,,0,mid,838,1117,0.936046,"[None, None, None, None]",C_전원실패,0.0
001068.jpg,,0,[],[],,0,,0,,0,mid,756,1008,0.762048,"[None, None, None, None]",C_전원실패,0.0
001955.jpg,,0,['제조일자'],[],,0,,0,,0,mid,1210,907,1.09747,"[None, None, None, None]",C_전원실패,0.0
002643.jpg,,0,[],[],,0,,0,,0,mid,1312,984,1.291008,"[None, None, None, None]",C_전원실패,0.0
000560.jpg,2027-07-13,1,"['까지', '소비기한', '제조일자']",['2027-07-13'],2027-07-13,1,2027-07-13,1,2027-07-13,1,mid,1050,1400,1.47,"['2027-07-13', '2027-07-13', '2027-07-13', '2027-07-13']",D_전원일치,0.0
001686.jpg,2020-11-27,1,"['까지', '제조일자']",['2020-11-27'],2020-11-27,1,,1,2020-11-27,1,mid,989,1318,1.303502,"['2020-11-27', '2020-11-27', None, '2020-11-27']",B_검출경계,0.25
001590.jpg,2021-02-18,1,"['까지', '유통기한']",['2021-02-18'],2021-02-18,1,2021-02-18,1,2021-02-18,1,mid,783,1044,0.817452,"['2021-02-18', '2021-02-18', '2021-02-18', '2021-02-18']",D_전원일치,0.0
002952.jpg,2021-11-03,1,['까지'],['2021-11-03'],2021-11-03,1,2021-11-03,1,2021-11-03,1,mid,1027,1370,1.40699,"['2021-11-03', '2021-11-03', '2021-11-03', '2021-11-03']",D_전원일치,0.0
003207.jpg,2021-07-20,1,[],['2021-07-20'],2021-07-20,1,,0,2021-07-20,1,mid,809,1079,0.872911,"['2021-07-20', '2021-07-20', None, '2021-07-20']",B_검출경계,0.25
002138.jpg,2021-06-29,1,[],['2021-06-29'],2021-06-29,1,2021-06-29,1,2021-06-29,1,mid,947,1262,1.195114,"['2021-06-29', '2021-06-29', '2021-06-29', '2021-06-29']",D_전원일치,0.0
003173.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,1536,2048,3.145728,"[None, None, None, None]",C_전원실패,0.0
002902.jpg,,0,[],[],,0,,0,,0,mid,773,1031,0.796963,"[None, None, None, None]",C_전원실패,0.0
001047.jpg,2021-05-12,1,[],['2021-05-12'],2021-05-12,1,,0,2021-05-12,1,mid,702,936,0.657072,"['2021-05-12', '2021-05-12', None, '2021-05-12']",B_검출경계,0.25
002576.jpg,2020-02-18,1,['까지'],['2020-02-18'],2020-02-18,1,2020-02-18,1,2020-02-18,1,mid,1093,1458,1.593594,"['2020-02-18', '2020-02-18', '2020-02-18', '2020-02-18']",D_전원일치,0.0
002326.jpg,2020-10-24,1,['까지'],['2020-10-24'],2020-10-24,1,2020-10-24,1,2020-10-24,1,mid,702,815,0.57213,"['2020-10-24', '2020-10-24', '2020-10-24', '2020-10-24']",D_전원일치,0.0
000555.jpg,2027-04-16,1,"['까지', '소비기한']",['2027-04-16'],2027-04-16,1,2027-04-16,1,2027-04-16,1,mid,1050,1400,1.47,"['2027-04-16', '2027-04-16', '2027-04-16', '2027-04-16']",D_전원일치,0.0
002249.jpg,2021-10-20,1,[],['2021-10-20'],2021-10-20,1,2021-10-20,1,,0,mid,1035,1379,1.427265,"['2021-10-20', '2021-10-20', '2021-10-20', None]",B_검출경계,0.25
001879.jpg,,0,[],[],,0,,0,,0,mid,1083,1444,1.563852,"[None, None, None, None]",C_전원실패,0.0
001495.jpg,2021-11-22,1,[],['2021-11-22'],2021-11-22,1,2021-11-22,1,2021-11-22,1,mid,756,1008,0.762048,"['2021-11-22', '2021-11-22', '2021-11-22', '2021-11-22']",D_전원일치,0.0
002171.jpg,,0,['까지'],[],,0,,0,,0,mid,1004,1257,1.262028,"[None, None, None, None]",C_전원실패,0.0
000950.jpg,,0,[],[],,0,,0,,0,mid,756,1008,0.762048,"[None, None, None, None]",C_전원실패,0.0
001018.jpg,,0,[],[],,0,,0,,0,mid,680,912,0.62016,"[None, None, None, None]",C_전원실패,0.0
000598.jpg,,0,"['까지', '별도표기', '부터', '소비기한']",[],,0,,0,,0,mid,1299,763,0.991137,"[None, None, None, None]",C_전원실패,0.0
002746.jpg,2022-01-08,1,['제조일자'],['2022-01-08'],2022-01-08,1,2022-01-08,1,2022-01-08,1,mid,808,1125,0.909,"['2022-01-08', '2022-01-08', '2022-01-08', '2022-01-08']",D_전원일치,0.0
001984.jpg,,0,"['까지', '유통기한']",[],2030-12-04,1,,0,,0,mid,900,1200,1.08,"[None, '2030-12-04', None, None]",B_검출경계,0.25
002868.jpg,2021-08-04,1,[],['2021-08-04'],,0,,0,2021-08-04,1,mid,1536,2048,3.145728,"['2021-08-04', None, None, '2021-08-04']",B_검출경계,0.5
001004.jpg,,0,['까지'],[],,0,,0,,0,mid,612,832,0.509184,"[None, None, None, None]",C_전원실패,0.0
001432.jpg,2021-09-29,1,['까지'],['2021-09-29'],2021-09-29,1,2021-09-29,1,2021-09-29,1,mid,756,1008,0.762048,"['2021-09-29', '2021-09-29', '2021-09-29', '2021-09-29']",D_전원일치,0.0
001293.jpg,,0,[],[],,0,,0,,0,mid,1437,1077,1.547649,"[None, None, None, None]",C_전원실패,0.0
001356.jpg,,0,[],[],,0,,0,,0,mid,909,1282,1.165338,"[None, None, None, None]",C_전원실패,0.0
000615.jpg,2026-03-24,1,['소비기한'],['2026-03-24'],2026-03-24,1,2026-03-24,1,2026-03-24,1,mid,1613,763,1.230719,"['2026-03-24', '2026-03-24', '2026-03-24', '2026-03-24']",D_전원일치,0.0
000536.jpg,2026-01-01,1,['까지'],['2026-01-01'],2026-01-01,1,2026-01-01,1,2026-01-01,1,mid,1050,1400,1.47,"['2026-01-01', '2026-01-01', '2026-01-01', '2026-01-01']",D_전원일치,0.0
002655.jpg,,0,[],[],2021-03-25,1,,0,,0,mid,1408,1876,2.641408,"[None, '2021-03-25', None, None]",B_검출경계,0.25
001667.jpg,2021-09-14,1,"['유통기한', '제조일자']",['2021-09-14'],2021-09-14,1,2021-09-14,1,2021-09-14,1,mid,949,1266,1.201434,"['2021-09-14', '2021-09-14', '2021-09-14', '2021-09-14']",D_전원일치,0.0
001181.jpg,,0,[],[],,0,,0,,0,mid,1105,829,0.916045,"[None, None, None, None]",C_전원실패,0.0
002113.jpg,2022-03-12,1,[],['2022-03-12'],2022-03-12,1,2022-03-12,1,2022-03-12,1,mid,715,932,0.66638,"['2022-03-12', '2022-03-12', '2022-03-12', '2022-03-12']",D_전원일치,0.0
003174.jpg,2022-08-13,2,[],"['2020-08-13', '2022-08-13']",2022-08-13,2,2022-06-13,1,2022-08-13,2,mid,1535,2048,3.14368,"['2022-08-13', '2022-08-13', '2022-06-13', '2022-08-13']",A_날짜불일치,0.25
001245.jpg,2021-11-01,1,[],['2021-11-01'],2021-11-01,1,2021-11-01,1,2021-11-01,1,mid,1324,993,1.314732,"['2021-11-01', '2021-11-01', '2021-11-01', '2021-11-01']",D_전원일치,0.0
001568.jpg,2021-03-09,1,"['까지', '유통기한']",['2021-03-09'],,0,,0,2021-03-09,1,mid,675,983,0.663525,"['2021-03-09', None, None, '2021-03-09']",B_검출경계,0.5
002188.jpg,,0,"['까지', '별도표기', '유통기한', '제조일자']",[],,0,2022-08-07,1,,0,mid,1001,1302,1.303302,"[None, None, '2022-08-07', None]",B_검출경계,0.25
001571.jpg,2021-06-11,1,[],['2021-06-11'],2021-06-11,1,2021-06-11,1,2021-06-11,1,mid,711,949,0.674739,"['2021-06-11', '2021-06-11', '2021-06-11', '2021-06-11']",D_전원일치,0.0
000543.jpg,,0,['소비기한'],[],,0,,0,,0,mid,1050,1400,1.47,"[None, None, None, None]",C_전원실패,0.0
002322.jpg,,0,['까지'],[],,0,,0,,0,mid,687,738,0.507006,"[None, None, None, None]",C_전원실패,0.0
002437.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,1009,613,0.618517,"[None, None, None, None]",C_전원실패,0.0
000714.jpg,,0,['소비기한'],[],,0,,0,,0,mid,1108,1969,2.181652,"[None, None, None, None]",C_전원실패,0.0
003209.jpg,,1,[],['2000-07-03'],2022-12-02,1,,0,,1,mid,970,1293,1.25421,"[None, '2022-12-02', None, None]",B_검출경계,0.25
003339.jpg,,0,[],[],,0,,0,,0,mid,1349,1799,2.426851,"[None, None, None, None]",C_전원실패,0.0
002562.jpg,,0,[],[],,0,2012-01-22,1,,0,mid,1033,1377,1.422441,"[None, None, '2012-01-22', None]",B_검출경계,0.25
001705.jpg,2021-06-04,1,['유통기한'],['2021-06-04'],2021-06-04,1,2021-06-04,1,2021-06-04,1,mid,985,1314,1.29429,"['2021-06-04', '2021-06-04', '2021-06-04', '2021-06-04']",D_전원일치,0.0
002039.jpg,2021-12-03,1,['까지'],['2021-12-03'],2021-12-03,1,2021-12-03,1,2021-12-03,1,mid,657,847,0.556479,"['2021-12-03', '2021-12-03', '2021-12-03', '2021-12-03']",D_전원일치,0.0
003224.jpg,2021-08-21,2,"['까지', '부터']","['2020-08-22', '2021-08-21']",2021-08-21,1,2021-08-21,1,2021-08-21,2,mid,1478,1970,2.91166,"['2021-08-21', '2021-08-21', '2021-08-21', '2021-08-21']",D_전원일치,0.0
002502.jpg,2022-01-24,1,[],['2022-01-24'],2022-01-24,1,2022-01-24,1,2022-01-24,1,mid,1077,1436,1.546572,"['2022-01-24', '2022-01-24', '2022-01-24', '2022-01-24']",D_전원일치,0.0
002432.jpg,,0,['제조일자'],[],,0,,0,,0,mid,777,991,0.770007,"[None, None, None, None]",C_전원실패,0.0
001685.jpg,,0,"['까지', '부터', '유통기한']",[],2020-11-30,1,2021-11-27,2,,0,mid,1054,1405,1.48087,"[None, '2020-11-30', '2021-11-27', None]",A_날짜불일치,0.5
001221.jpg,,1,['까지'],['2012-11-11'],,0,2021-11-10,1,,0,mid,1008,756,0.762048,"[None, None, '2021-11-10', None]",B_검출경계,0.25
001235.jpg,2020-09-26,1,['까지'],['2020-09-26'],2020-09-26,1,2020-09-26,1,2020-09-26,1,mid,930,722,0.67146,"['2020-09-26', '2020-09-26', '2020-09-26', '2020-09-26']",D_전원일치,0.0
001034.jpg,2021-06-28,1,['까지'],['2021-06-28'],2021-06-28,1,2021-06-28,1,2021-06-28,1,mid,717,957,0.686169,"['2021-06-28', '2021-06-28', '2021-06-28', '2021-06-28']",D_전원일치,0.0
002389.jpg,2021-08-04,1,"['까지', '유통기한']",['2021-08-04'],2021-08-04,1,2021-08-04,1,2021-08-04,1,mid,940,566,0.53204,"['2021-08-04', '2021-08-04', '2021-08-04', '2021-08-04']",D_전원일치,0.0
002298.jpg,2021-10-15,1,[],['2021-10-15'],2021-10-15,1,2021-10-15,1,2021-10-15,1,mid,952,1270,1.20904,"['2021-10-15', '2021-10-15', '2021-10-15', '2021-10-15']",D_전원일치,0.0
001683.jpg,,0,[],[],,0,,0,,0,mid,993,1324,1.314732,"[None, None, None, None]",C_전원실패,0.0
001982.jpg,2021-10-20,1,[],['2021-10-20'],2021-10-20,1,2021-10-20,1,,0,mid,1343,1007,1.352401,"['2021-10-20', '2021-10-20', '2021-10-20', None]",B_검출경계,0.25
001386.jpg,,0,"['EXP', '제조일자']",[],,0,2020-04-25,1,,0,mid,604,928,0.560512,"[None, None, '2020-04-25', None]",B_검출경계,0.25
