file,image_id,orig_w,orig_h,proc_w,proc_h,mp,t_0,t_90,t_best,score_0,score_90,best,n_lines,n_lines_0,n_lines_90,mean_conf,text,anchors,has_pos,has_neg,has_soft,has_yut,has_bydo,n_dates_all,n_dates,kinds,dates,n_in_long,dis_품목보고번호(14자리+),dis_바코드(13자리),dis_9~12자리 숫자,dis_전화번호(1588형),dis_신고번호 1399,dis_영양성분 %,dis_용량 g/ml/kcal,dis_LOT/로트,dis_시각(hh:mm),dis_시각(NN시)
002922.jpg,002922,640,640,640,640,0.4096,1.465,1.145,1.465,10.1,11.3,0,17,10,7,0.8098235294117647,"CSPeF
~si
-
Roland
DE-OKO-OO1
EU-/NICht-EU
Londwirtschaft
34
1209
2021
Roland
JOGHURT-2
용명
2:09
2021
용사성
인4",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,1,0
002870.jpg,002870,873,1164,873,1164,1.016172,1.929,1.076,1.929,63.0,16.8,0,32,26,6,0.8519375,"15:스
-10225
100%과
비기열냉장주스
GRAPE
채움
원%%
음올용h울
일영상분
/40
1%
나트룹
25n
탄수화물
31910%
당류
2929%
지방
09
04
포화지방
0
콜레스테롤
0M
로포
0
20210225
영양정보*'
채움
15:5
GRAPE
금",[],False,False,False,False,False,1,1,['Y4_sep'],['2021-02-25'],0,0,0,0,0,0,4,0,0,0,0
000872.jpg,000872,1008,756,1008,756,0.762048,3.586,6.805,6.805,22.4,49.6,90,102,24,78,0.8816372549019609,"DIZCI
RIA/AI
BEAGIOO!
ZAREL
FAVORRITEICH
SLICED
FREH
9G 209LM LN
태미
메DF
Calories
%0
15018
갈린빈
Open sx Enjoy!
AMERICA'S
MO2
Nutrition Facts
Carb
Best
By
FEB/26/21
10:48
NDL2A
난
Open
Enjoy!
TAAAGG
FATTI
B5MO!
Best
2
FREAH
EB/26/21
MOZZAREL
AMERICA'S
FAVORRITE
CH
10:48
SLIC
ED
NDL2A
Nutrition
Facts
Servings:
13
er
Size:
10
Arcunt per
Calories
N
Serving:
Totar
Fat
4~RV
Trans
Fat Og
Oolest
5n9
5%
DV
Tot
ro!
Car
<19
0%대
F
Fber구90
DV
Addod
Calcium
SUg은r단
0%
DV
Protein
5910%
DVD
8%
DU
내U시
Potassium
0%
00%
CRAFTED
WSCON:
PASTEURLEDAMMLR
EMESSP
*No Signiicont ?
 diffrA
31142
60069
B티L
IG!OIOS0
CHEESELA
VMAK
FEF
5R4대
BELLFIOIOSOCOM
EF
NETT
18",['BEST_BEFORE'],True,False,False,False,False,0,0,[],[],0,0,0,0,0,0,7,1,0,2,0
000495.jpg,000495,3060,4080,960,1280,12.4848,3.676,1.678,3.676,99.4,20.6,0,45,35,10,0.870711111111111,"과자
소비기한
측면표기일까지
튀오리온
특별자치도
래울Yy
23길11
HACCF
[년76[48[][152{[
00C0
중아
어YY라Ye든
소비
202508
20/15:28
부터
으공
기힌
202682:
19F-2
프마르산
Yo
중도
까지
Yot
개류
하였습
소비자
기본법에
사과A시
피해
고류
드세요
랴시
1522
존봉자잔
궁
요
한
소비
00
튀오리온
33250381528
좀
표","['까지', '별도표기', '소비기한']",True,False,True,False,True,0,0,[],[],0,0,0,1,0,0,0,0,0,1,0
001836.jpg,001836,1112,1483,959,1280,1.649096,2.742,0.612,2.742,45.6,24.0,0,22,16,6,0.9180454545454544,"OMESTYLE
DRESSING
N
HESSING
FESSALA
#이마트몰
지용기삼살퓨샐러드
발사믹드레싱
상큼한
발사믹드레싱
N355
2021
1002까지A
식초25%/
395969
Kcal
2조25%/395 9691kca
올비함
N355
ESSING
20211002까지A
No",['까지'],False,False,False,False,False,1,1,['Y4_sep'],['2021-10-02'],0,0,0,0,0,0,2,1,0,0,0
000067.jpg,000067,4284,5712,960,1280,24.470208,1.149,0.734,1.149,15.9,3.9,0,6,4,2,0.9323333333333333,"솟다리
수량508
2025121부
고기
솟다리
도",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
000031.jpg,000031,3024,4032,960,1280,12.192768,2.667,2.712,2.667,28.0,9.2,0,18,14,4,0.7732222222222221,"1D0G딥
우
신삼품
구
2개
1460
아이
구매
1Ir
1414
Zf16T7 14TR
여1
이는
음원해
~
음원해
물~-ahee
오기고탄벽갑구연대상",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,1,0,0,0
002751.jpg,002751,1300,879,1280,865,1.1427,2.273,1.667,2.273,28.7,3.0,0,21,15,6,0.8740952380952381,"Best
Before
Baik
Sebelum /
Date
de
peremption I
4>Lal
대
21
112020
J23
타E
121015
1556995202871
Date de peremption I:
Best Before I Baik
4 Lall
Sebelum /
르15무
~",['BEST_BEFORE'],True,False,False,False,False,1,1,['Y2_sep'],['2012-10-15'],0,0,1,0,0,0,0,0,0,0,0
000497.jpg,000497,3060,4080,960,1280,12.4848,0.917,0.731,0.917,5.9,3.7,0,7,4,3,0.8184285714285714,"국수
228
1
+I I'wIw I to 
11E
느L?
28",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
001542.jpg,001542,911,1215,911,1215,1.106865,3.367,1.396,3.367,124.3,8.0,0,45,40,5,0.8210222222222222,"푸모보고번
내포장재절
고새도
김대
정제소금국산
인도산
굴동축액굴국색
어운
소명
및소재지
더상주
첫아
과
고무
OG
게새우
토마두
우징어
조개리
홍한포함생분화는
E
반품
교환장소
본사
페익거고호도는회
소비자기본법에
불량식품
신고는
품는
Ccm
S DAESANG
0비
편란리디즘
가노모문
비자동염점
승고객상담실
080-019-919수신피부범
유통기한
220122
F2
220122
리무안리
AESANLG
ccm
-",['유통기한'],True,False,False,True,False,2,1,['Y2_sep'],['2022-01-22'],0,0,0,0,0,0,0,0,0,0,0
003334.jpg,003334,640,640,640,640,0.4096,5.107,0.983,5.107,89.1,15.1,0,59,51,8,0.841406779661017,"Mondelez
Internationg!
BEST
BEFORE
在最惠
DDMMYY:
/:
30
10
2021
00Y4204452
SorVINg
Nutriton
nor0atIOn
S6rVINO
32:
25
DEr
O규C
ERGOY
SCrVINO
1009
Protein
133XCI!
531KCR
F!
150
620
SOtUrACd FS!
경0
2850
-Tfhy5FR!
430
1720
M10unsturGd Fa!
010
040
PolyuA-oturaCd Fa!
230
910
Carborydra10:
030
120
S4OAT
1500
SOGUFI
1589
6250
6220
180
7010
最
BEST BEFORE
2피ppulow
00Y4204452
8
DD/MMYY
2021
_",['BEST_BEFORE'],True,False,False,False,False,0,0,[],[],0,0,0,0,1,0,0,0,0,0,0
000636.jpg,000636,1980,3520,720,1280,6.9696,1.481,1.163,1.163,10.5,12.2,90,9,4,5,0.927111111111111,"2026
03
09
고과지
2026
0
03
309
고과지",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
002041.jpg,002041,641,873,641,873,0.559593,8.922,9.323,8.922,430.9,160.4,0,149,95,54,0.8588053691275167,"CHEW&Real
청정할
100%
고구마
통대
풍호
맛
3금
I쿄
갓
햇고구마의
신선함
365일
군고구마의
풍미와
무물류
통째로
구운
어제품은나두우우말사무
F120090372924
F220102751937
제품명쥬언리열군고구매품목보고비탕
나황시르를
별도표기일까지
식품유형
서류가공품살군제품질소충전제품유통기회물
대조금고인습다
고른리피교룸린
609윤응
원재료명
원이냉%00대
:린품및교환장소:
제조원:F주명성식품
경기도포천시가산면메나리길95
업소명및
12
무점
물링사둥산부
2리주일신나퓨경기도성남시중원구
대생주서울특별시
동대문구
천호대로26
소재지
하모문비요
CCm
총내용량609
170
kcal
0TE:
DAESANG
타빔주스로사
나트590%
단수회물494원당류292식아섬유8오얼지방00%
190허단벽질294%
트랜스지방
포화지방090%
콜레스테롤
하고작상담염
처엄명임성분
분기준치에
하공교미
주어므르
개안의들요열람테더라대수입습니다
20200827까지F2
주의사항
것으로
곳감에
제품
표면에
가루는
고구마
자체의
결정화된
흰
피는
하안분과
같습니다이미지
제품에
보이는
검은색은
섬유질
조직이므로
간항
고구마익
표피층이나
안심하고드셔도
됩니다1이미지2
피해서늘한곳에
보관하시고
제품의
신선도를
유자하기
넣은
탈산소제는
드시지마십시오
CHEW&Real
트랜스지방0이
든름510%
피유원%
거
통째로
365일
주의사항
제품표면에
미요
사편
구마100%
구운군고구마의
HexVI료
가루는고구마자체의맥아당이
머
494%
0g0%
O고
0묘
02
주
머E
지이미지2
유고
20200827까지F2
위하여
주O
햇고구마의
피해
구마의
풍미와
아
리프로
서늘한곳에보관하시고
표피증이나
별도
609울용울
170 Kca!
천호대로
무물류
신선함
금오로
9
섬유질조직이므로
것으로곳감이
용
효고화상담
RDAESAA
불람스룸
구
1:
풍
[","['까지', '별도표기', '제조일자']",False,True,False,False,True,2,1,['Y4_sep'],['2020-08-27'],0,0,0,2,0,0,9,2,0,0,0
002857.jpg,002857,849,1133,849,1133,0.961917,1.407,2.89,2.89,21.6,39.7,90,37,12,25,0.8951351351351351,"BNVGL
DE[E[[0
Riso
Exp:
02
06
23
11:50
L9/71
C
Lotto
00220154
예료로
Lotto
11:50
Exp:
OUrrecipes
3000SIC
COTTURA
JThINghy3odyeyh0
01000H리10
174
Riso
EPD
00
L9/71
8
0
C0
201
06
98811PP
STP-CEPC-AGAD35
0]]5]
54
DNV-GL
6",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,2,0,2,0
000076.jpg,000076,3024,4032,960,1280,12.192768,3.411,1.272,3.411,126.0,65.9,0,52,36,16,0.9300961538461541,"음몸
백설돈까스소스
윤
2559
살균제품
프0
소
소비기한
후면별도표시일까지
보관방법
개봉
후
냉장보관
공모규미울장
Ixlolw
일제당주충청북도
진천군
업소명및
헤원면
광혜원산단2길
112
소재지
제조원
주동방푸
드마스타
반품교호
충북음성군
대소면
대금로105
번길
7
영양정된
20260817/ D
까지
돼지고기
쇠고
업소명및
소재지
20260817/ 
:제조원:주동방푸
헤워면
559
살균제품
표시일까지
르레
충청북도
소면대금로105
후냉장보관
진천군
씨제이저
드마스
112","['까지', '별도표기', '소비기한', '제조일자']",True,True,True,False,True,2,1,['Y4_sep'],['2026-08-17'],0,0,0,0,0,0,0,0,0,0,0
001548.jpg,001548,775,1034,775,1034,0.80135,1.425,1.718,1.425,21.6,16.7,0,15,11,4,0.7635333333333333,"C
보비디
니
LiA
2909/200
EF
28/08!
202년
2027R
부240G부
ZI--
Li
부2406
2/08/2022
2909/2001",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,1,0,0,0
002013.jpg,002013,1041,1388,960,1280,1.444908,1.911,2.537,1.911,44.8,41.3,0,23,13,10,0.9477826086956521,"코핸국
코감기가
코앤쿨
RFI
씩
나잘
스프레이
제조번호:
사용기한:
Ver
02117206
GTIN
8806435073914
사용기한:
제조번호
RFI
GTIN8806435073914
Ver02117206
코감기가싹
-
코앤쿨
10
낫잔레이",['제조일자'],False,True,False,False,False,0,0,[],[],0,0,2,0,0,0,0,0,0,0,0
002020.jpg,002020,640,640,640,640,0.4096,1.308,0.867,1.308,3.9,2.5,0,7,5,2,0.8234285714285715,"VEGAR
72023
GRAPE
LEAVES
FARCF
VEgaF?
'D023",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
000208.jpg,000208,3024,4032,960,1280,12.192768,1.329,1.453,1.329,8.2,6.1,0,20,9,11,0.8938,"53
JAVA
JAVA
BEST TFOSED BY
AlouseFFods
CURRY
MONTH:DAY YEAR
4132026/B-V
HOT
MONTH:DAY
BESTIF OSED!
YEAR
[BY
2026/B-V
AlouseFoods
JAVA
JAVA
비A1
삼복
CURRY",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
000678.jpg,000678,1277,2270,720,1280,2.89879,3.423,2.872,3.423,80.4,47.6,0,47,25,22,0.9104042553191493,"돔변나트룸
정제소금
향
가수분
옥수수
밀
탄산나트룸
효모추출물
향
변성전분
티드이나트룸
/29
카라멜샐소
추추출물
초산
우유
대두
폴리에틸렌내포장
토
원
N409
4과실천
0요
2026724
1210
/409
험과실천
추추출물
티드이나트룸
C:
-
효모추
둥
~~
수수
줄
무
카라
정제소금
탄산나트룸
우유
멜색소1
표
변성전분
대두
초신
H",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
000012.jpg,000012,3024,4032,960,1280,12.192768,1.942,1.505,1.942,38.1,19.1,0,20,14,6,0.9055000000000002,"ARLE!
HARDI
애공한
피요
은이러관고
HACCP
비닐류
882164
식출
780941
8
소비기한
2026-03-23
까지
애광
소비기한
2026-03-23
한전자리한후
까지
ARLEY HARD","['까지', '소비기한']",True,False,True,False,False,2,1,['Y4_sep'],['2026-03-23'],0,0,0,0,0,0,0,0,0,0,0
000455.jpg,000455,3060,4080,960,1280,12.4848,1.303,1.415,1.303,30.4,26.8,0,15,9,6,0.8493333333333334,"안점
202508:
110:46
소버기친
20260210
까지
Uone
조리에
자기트
Uone
이온
자기를
클론코
20260210까지
2025081110:46",['까지'],False,False,False,False,False,2,1,['Y4_sep'],['2026-02-10'],0,0,0,1,0,0,0,0,0,0,0
002716.jpg,002716,640,640,640,640,0.4096,3.253,1.297,3.253,40.2,10.5,0,31,26,5,0.786516129032258,"대D
GUy
티도
까지
고
홈승
경순치에
0
18%
41%8
06
109
0%
문피대한
비
200자
원
카오어
119%
22847
MADE
CHINA
BeSi
Before:
OTHER
2021/12/15
Best Before:
MADE IN CHINA
6016
GUmmy
2021412/415","['BEST_BEFORE', '까지']",True,False,False,False,False,1,1,['Y4_sep'],['2021-12-15'],0,0,0,0,0,0,4,0,0,0,0
001057.jpg,001057,640,640,640,640,0.4096,3.434,0.459,3.434,46.7,9.0,0,16,14,2,0.7744374999999999,"핫가나무열대
쌍계多秋
무고가
부렌다물
20220527
식름회유탕
감입00%국사
내로장재절
소비차
고로
FYUDG
유름기한
기합스미지폰
병도표기엄까지
20220527
계",['까지'],False,False,False,False,False,2,1,['Y4_sep'],['2022-05-27'],0,0,0,0,0,0,1,0,0,0,0
000179.jpg,000179,3024,4032,960,1280,12.192768,2.005,1.454,2.005,30.8,24.1,0,15,9,6,0.8791999999999999,"4116
부터
B4
까지
20250930
맛있는약속
20260629
품
카흥시
20250930
20260629
촘
까지
맛있는약속
6",['까지'],False,False,False,False,False,4,2,"['Y4_sep', 'Y4_sep']","['2025-09-30', '2026-06-29']",0,0,0,0,0,0,0,0,0,0,0
001717.jpg,001717,949,1266,949,1266,1.201434,2.101,0.961,2.101,28.9,28.6,0,18,10,8,0.9090000000000001,"64포
GO9
유통기한
210208까지
소스에
버무려진
어묵과
떡의
금
볶이
간오뎅
소스에버무려진
유통기한
어묵과
포하
볶이
210208까지
GO9","['까지', '유통기한']",True,False,False,True,False,2,1,['Y2_sep'],['2021-02-08'],0,0,0,0,0,0,0,0,0,0,0
001733.jpg,001733,640,640,640,640,0.4096,1.933,0.905,1.933,26.9,12.0,0,10,7,3,0.757,"천문형신료
건조처풍
음후주10기회국산세트님
음gMpb름bhE
컴어단크시일까지
2022
1118
202211188
건조거
어",['까지'],False,False,False,False,False,0,0,[],[],0,0,0,1,0,0,0,0,0,0,0
000389.jpg,000389,3060,4080,960,1280,12.4848,4.555,1.142,4.555,212.2,15.7,0,39,35,4,0.7930512820512821,"3농협식품
20260227
이미지사진
PET
제름명깔이다스
사품우부재유당차비품4응에저조원
양담모떡한과제2공장
농협식물지
서운사마문구신초로우소비기간주면
부가리밀피국호주새물영설담살기루국내낸치종어구
우리나라
전통간식
반탄산수스나트름소
부빌함유
여야저
내용량50이35010조각
:유통정증포장이손어내님물
1조각59당140KC
3509 1400R0
전통문화를담든
RIYHE
취전실본보관하시기비니다
50암무
마음과정성으로
빨가뮈국내샌16%
본사품은명콩너두를사용환사품과길
부불링서품신고는국번합이10
금한표
최고의제품안안듬니다
년조청쌀국내산48%
은사조사설서서조되어습니다
공콩000'Y부
Il I WIII III!
60144:
전12
쌀약과
르콩O00'LYH
20260227
바름",[],False,False,False,False,False,2,1,['Y4_sep'],['2026-02-27'],0,0,0,0,0,0,2,0,0,0,0
000973.jpg,000973,1000,1333,960,1280,1.333,1.192,0.267,1.192,8.3,0.0,0,7,6,1,0.7487142857142857,"LOCAde
N8
명
아느
신
04111011
LOCAL",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
003049.jpg,003049,1222,937,1222,937,1.145014,7.458,2.024,7.458,68.6,12.7,0,82,75,7,0.8782804878048781,"250g
Vajori nutrizionali medi peri
O Mozzarela Formaggiofresco a pasta
Matte vacdno pastorizzalo
골0/ Tpical nutrional
Sale caglio correttore di
Iacidita: acido citrico
T2J0 per / Gernernsnillig
Todotto e confezionatoin Itala Onigine 
TDSYrA
dellatte: Italla OE Mozzarella Frischer
/ Energy/Energ
1190k/
Pasta
Filata-Kase Zutaten pasteurisierte 
rugi/Energie/
286cal
Auto Aage
5/ Fett I Fat A Fedt
미2
CtIonenSa!
Dxd grasisaturi/ daion
n Italien
GB Mozzarella Soffcheese
Ingredients pasteurized
Brimi
/o which
1519
I heralf mettede fedtSre
CO고iK
Z sait rennet acidity cegulator
abodrall/ Kohenhydrate 
Cric acid Producedand packedin italy
Kulhydrat
29
DK Mozzare lla FrisKostIngredienseG
Sudtiro!
Craryrates/
/ davon Zucker /이f
Mozzarella160221
므피cher
189
Citronsyre Freln
Nstillet og pakketDItalien
2239
Conservarea
GeROhit Llagern bel/
tane AEuciR AProtein /4Protein
Keep refrigeratedaleO:C<6:G!
Eae/Salz /Sait /Salt
0489
Opbevares I koleskabAORC-5XC
/Zuuerbrauchen bils/
4015
08:38
Ih 45% Felt i Tr I Min
45%fat in dr!
Da COnSUmare enIrOR
Qualita
Taber/Fetthalt itoursubstans min 459
U5e 미I/
I/Bedst for
Fedtindholditostofet pamindst 45%
Non
OGM
SuDtiROL
Dute
Gentecuuk
Brimi 39040Varna Uia Brennero 2 Itana
nfoobrimiit-wwwbrimiit
TSH시
F가A
어10-
MthhoServing supgion
모
Mozzarella
glit
大戴<
160221
Briemil
08:38
250ge",[],False,False,False,False,False,2,1,['Y2_sep'],['2016-02-21'],0,0,0,0,0,0,3,1,0,2,0
002218.jpg,002218,640,640,640,640,0.4096,3.089,1.188,3.089,14.1,3.0,0,25,21,4,0.8160799999999999,"Store in a cool dry place 
BEST BEFORE
OOCE OpEAEG
END
01e
In an alrtight containec
CR0A
22
Widely recycded
FIm
Ot yet reccied
[0148
15:15
Stay in the loop
1
미
De
LyphoocoU!
PACEG In thEUK
PaC19iG9i
Tydabe!
0
BYIn the100
BEST BEFORE END
PacCEd in the UF",['BEST_BEFORE'],True,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,1,0
000072.jpg,000072,3024,4032,960,1280,12.192768,8.977,7.158,8.977,381.5,160.2,0,147,94,53,0.9026258503401363,"허니머스타드
유형
소스
품목보고번호
20010445534
D요
용가폴리에틸렌내면
정제수식물성유재
[외국샌아르헨티나미국중국
등샐러드머스터드
원료명
기타과당설탕발효식최주정발효영양원
미국산식초
머스터드소금터메릭파프리카기
논H6논Y자E논DOA0
정제소금난황액오
렌지식이섬유잔단검
겨자분
겨자외국산캐
영양정보
내용량2659
나다미국우크라이나
등향미유
유건조당밀
1009당
285kcal
효소제제향신료
대두계란함유
몰넛
650mg
33%탄수화물
279 8%
주식회사오뚜기
06
당류
29
22%
지방
199
35%
충북
음성군
대소면
대풍산단로
128
트랜스지방
포화지방
469
09
3%
쇠고기
조기류굴
혼입능소비자기본법에
콜레스테롤
%
19
2%
피해
보상
15ng
불량식품
신고는
국변없이
1399
직사
광선을피해서늘한곳에보관
대한비울외은
2000/G8
기준이므로
개봉후에는녕
러
영양성분
기준치어
리요문자00~0유
여류하
얼지
않도록
주의하
표준의
번호
머호스품여
이즈
2013-5호
관명:
HH문M+J8-10-080z
소비기한
DN2
2026
0425
OTHER
까지
뚜평:LDPE
라헬:PP
09:24
소제제향신료
다미국우크라이나
클라스틱
대소면
대풍산단로
미C
소비기한
[
항마
2026
두계란함유
음中
1%
I
가
'외국산
허니머스타드
HiL
이
128
5
:
/
02
본
|
:24
부원용%
랜스지
04
응용
뚜껑폴리에탈런
2001044505534
650mg 33%
25
3801045
마
22%
니
효식초
샐러드머스터드
119g 35%
탄수화물
88류회
1009당285kcal
DN2
4693%
192%
총내용량2659
279 8%
난황액오
33
16","['까지', '소비기한']",True,False,True,False,False,1,0,[],[],0,0,1,1,0,1,13,5,0,1,0
002153.jpg,002153,640,640,640,640,0.4096,1.137,0.838,1.137,18.1,2.9,0,8,6,2,0.85475,"부터
190612
19071FB
까지
L2S
후랑리
껌올
00",['까지'],False,False,False,False,False,1,1,['Y2_sep'],['2019-06-12'],0,0,0,0,0,0,0,0,0,0,0
002879.jpg,002879,640,640,640,640,0.4096,1.269,1.036,1.269,12.6,11.9,0,5,3,2,0.8987999999999999,"20210621
16:12
Da0tt5-R?
16:12
20210621",[],False,False,False,False,False,2,1,['Y4_sep'],['2021-06-21'],0,0,0,0,0,0,0,0,0,2,0
000372.jpg,000372,3024,4032,960,1280,12.192768,7.558,10.313,7.558,381.0,312.4,0,178,92,86,0.9182752808988762,"SECRET
RECIPE
밤을넣어
전자레인지
조리시
고소한맛을
간/에기진
한층더한
팥죽
간/기준데워
3분303
분10초
1000w기준
SECRGT
해주시기바랍니다
RECIPE
덜데워진경무에는추가조리
끓는물이용시
봉지째넣고약10원간
끓는
물에제품을
쌀과함께
뭉근하게
끓인
끓는물아용시파우
동지팥죽
*데우지않고드셔도됩니다
30뮈첨가
無
융가
450
9
-아세설팜칼
름감미
카스파탐감미료
첨가
495
<Cal
품표퓨-
탄수회물92928
/9
13%
소비기한
포화지방279
18%
20260915F415:215
16g
29%
까지
므로개인이필요열양어따라다를수9습니다
제품명
오즈키친
동지팥죽
즉석조리식품
정제소금국산!
설탕물엿D소비톨액
변성전분
음펄공
감로자다이스밤중국산
변성전분
고
싶은
정성을
정제소금
덱스트린
검정찰현미
읽으르눔으
소비기한
상단표시일까지
포장재질
플레
F1197202880024014
아표대파눔목
F4
19920308038115
THER
쇠고기닭고기
토마토
밀계란우유대두게
돼지고기
43
새우
잣메추리알
포함아황산류
불량식품
오징어
전복
홍합
부정
채로
조개류굴
4본한
정성을
개인의필요열량어피라다를수있습니다
F
월무
495
니국
끄E
미
S
지팥죽
o
두
직접삶아
오징어
품목보고번호
소비기한
'리름
음평궁
kcal
제품명
50
고소한맛을
야
밤을넣어
더한'
0있
기F
우유대두게새우
소비기한
상단표시일까지
류
검정찰현미정제소금
감로자다이스밤:중국산
설탕
정제수
즉석조리식품
오즈키친
굴
물엿
202609
F4 1992030:
스
팥
도
D-소비톨
중국산가당팥앙금[적들
동지팥죽
8038115
포장재질
틀액변성전분
15F415:215
:덱스트
변성전
30뮈첨가
봉지째대로세워약
봉지째조리:제품상단의
아세설함칼감미
전자레인지조리시
*데우지않고드셔되는
끓는물이용시
정
자
폴리프로필렌내면
고여화상의
드십시오
고
정제소금
쇠고기닭고
물앙금
시교우
제품을
류몬
우격가
이
멘쌀설탕
/팔중국산
붕지째
아스피납임미요
-
고
/국산
혼음
넣고약10분
을용기에부은후
까지
등","['까지', '소비기한']",True,False,True,False,False,1,1,['Y4_sep'],['2026-09-15'],0,2,0,0,0,0,3,1,0,0,0
000059.jpg,000059,3024,4032,960,1280,12.192768,12.011,6.121,12.011,283.5,234.8,0,212,150,62,0.9451650943396226,"2~3번
F둥이w
주십시오
Rinse
cooked
noodles
with
Cold
water
twice
아r
three
times
씻은
면을
사리를
4
지어
그릇어
0
놓은후
칠갑
콩국물을
부어
드시면
더욱좋습니다
Make
a
Coil
with
Cooked
moodles
n
6ow!
rChilkab Soybean Soup 
and
pour
to
bow!
for
best
taste
멸치
기9롬논
쥐고기
5
국물
을부어서
존시되파김가루
생강마늘
진것을
을적당히
넣어드시면
더욱맛이
좋습니다
Or be
<ef
Soup
Onto
cooked
anchovy
dnos
Pour
Seawe
충d
ginger
아r
minced
and
put
noodles
delicious
dno
galic
for
more
06
22
까지
2027
1주의사항
야러
거품이
7
넘쳐
국수를
삶을때
입을
수
거품이
화재위험이나화상을
찬물을
두
스푼씩
부어가
한
나며
넘치려
면이
삶아진
후에
계속오
익히면
퍼질
수
있으니
씻으십시오
강한
냄새가
면바로
건져
름
바랍니다
나는것과
함께
군복
하지
1어름
주시기
곳에
실온
직사광선을
피하여
건조하고
서늘한
F논
균려
하십시오
불량식품
신고는
제품과
없이
1399
본
제품은
릉룸
사용한
같은
국
제조시설에서
제조하고
있습니다
품은
또는
소비
래요곰
기준에
의거
교환
자
품은소비자
같은제조시
없이1399
보관하십시오!
직사광선을피하여
나는것과함께
면바로건져
래끓이면퍼질수
며익히면
나며넘치려
기야희회
Pour anchovy
국수를삶을때
주의사항
찬들에
롬理
래곤
2027
o
H
릉어
soup or b
보관
제품은
부정쵸
제조하고있습니다
있으니
면이
건조하고서늘한곳에
하지말아주시기바랍니다
씻으십시오
밀비공
둥금릉
부어드시면더욱
0
기준에의거교환또는
이
메밀을사용한제품과
불량식품
세면거품이나서
삶아진
위!
0622
Soup onto cooked
놓은후
 ginger or minced
수
-
스푼씩
있으니거품이
퍼욱맛이좋습니다
진것을적당히
=시회파김가루
I with cooked
칠갑콩국물을
강한냄새가
신고는국변
후에계속오
좋습니다
부어가
까지
도","['까지', '제조일자']",False,True,False,False,False,0,0,[],[],0,0,0,0,0,2,0,0,0,0,0
002885.jpg,002885,640,640,640,640,0.4096,4.178,0.929,4.178,60.6,6.5,0,27,25,2,0.7582222222222222,"프레스코
FrEC
포도씨운
2대22탕
마지
사용
일면
두갱을
동
마기도
함페닫혀
다곤
유구로움
야로평
칼으나하는
보도유
무
사용시주와사방
사용중공기에
장시간노
사매는
미R의6
후마쁜
뚜장:
OHO1
포도씨유
다스드탕!",[],False,False,False,False,False,0,0,[],[],0,0,0,0,0,0,0,0,0,0,0
000967.jpg,000967,1010,1347,959,1280,1.36047,7.905,5.0,7.905,286.1,66.6,0,124,87,37,0.9077338709677418,"제품명
녹차원녹차라떠
식품유형
고형차
을융기
130
913
910
스틱
내포장재질
고름이고룸
야자
경흥
원인농이고교름
필리핀사
}385
원이Y이고름
모드
54
원재료명
부야지
구산'인도
줘이YF7
M이Y이고름
필리
7%51%
정백당
이산화규소
글리신
구연산나트룸
요구르트향코톤덱스트린
음비어려으유""
합성향료레몬향
고
여교어
아라비아겸
정제염국산
HERC
우유
대두
함유
문의및교환처
본사및구입처
품목보고번호
2011036047233
업소명
녹차원쥐
소재지
:본사:서울시
서초구
서초대로4길
84
공장소재지
경기도
Y원
대덕면
모산로
433
소비자상담실
:02597-3949
불량식품
신고는
땅콩
토마토
복숭아를
제조하고
있습니다
직사광선
유고
소금
4아
Y
소비자
해결기
의거
자
준에
보상을
Y어A
스
있습니다
유통기한
2022
10
1?
까지
WWWNOKCHAWONCOKR
유통기한
품
고
음래공
소재지
>
F>
모표
거
묘
교환처
품
WWWNOKCHAWONCOKR
명
0묘
및
지
본사및
OI
아
2022
자상담실
차원주
도
소재지
서울
우유
구입처
서초구서초대로4길
10
거
1?
마마지
요
까지
8
O","['까지', '유통기한', '제조일자']",True,True,False,True,False,0,0,[],[],0,0,1,0,1,0,2,0,0,0,0
000186.jpg,000186,3024,4032,960,1280,12.192768,3.339,1.021,3.339,28.9,16.1,0,23,15,8,0.8601739130434783,"리
g
요&
Tagllolin
2028/0414
[5210
05
1
줄은
파스타는
다
시작
선한
드
선별
2028/04/14
[5210
염
금
88
S
:
U에서",[],False,False,False,False,False,2,1,['Y4_sep'],['2028-04-14'],0,0,0,0,0,0,0,0,0,0,0
